New Code	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
E05000444	76950	75800	81750	82000	85000	110000	120000	150000	166500	170000	182500	219950	241223	235000	230000	249500	242500	269950	272500	340000
E05000445	70000	73000	75750	76500	85250	95950	110250	133000	164300	176000	182000	189000	205000	225000	200500	200000	214000	235000	238998	250000
E05000446	69867	72950	78000	82500	90000	117000	138000	163000	172000	195000	196250	227050	250000	250000	240000	250000	277500	272000	325000	370000
E05000447	73500	74000	87000	89973	105000	123500	139475	169995	186000	199000	216250	215000	249973	250000	250000	267498	284000	301000	320000	402500
E05000448	64500	65000	70000	75000	76000	95000	112000	133000	154500	167498	185000	200000	212505	202000	185000	189500	200000	220000	245500	290000
E05000449	59250	57000	60000	62750	63500	73000	92500	117000	140000	144250	147750	150000	172000	179995	166500	181500	218500	186000	203750	242000
E05000450	72000	68500	72000	77998	85000	108000	130000	149973	172000	185000	190000	219225	235000	244000	223500	250000	255000	250000	279975	355000
E05000451	66500	65250	68000	73000	76000	85000	115000	128500	150000	165000	176500	183475	200000	197500	172750	211000	205000	218000	225250	270000
E05000452	65000	63500	74998	75000	86000	102500	124000	140000	160000	169975	190000	199950	214995	228000	217250	240000	247000	250000	250000	350000
E05000453	65000	71950	72500	75750	84973	101750	122500	143750	163000	172500	184975	196500	230000	244000	235000	248000	241500	258000	275000	360000
E05000454	69250	59995	67750	79000	88000	107250	115000	133000	157000	170000	180000	185500	204750	211000	200000	194500	195000	230000	230000	248000
E05000455	84975	98475	105000	118500	150250	179995	200000	235000	236500	265000	263750	288625	345000	350000	319500	363500	375000	345000	435000	482500
E05000456	90000	91000	103000	116500	139950	156750	178000	208250	235000	249000	249950	272000	312500	318750	277500	300000	335000	337000	385000	455000
E05000457	64250	67950	65000	75500	84950	110500	136000	150000	175000	195000	212950	212000	247495	250000	236999	235000	240500	250000	266500	350000
E05000458	62750	64225	73500	81250	85000	100000	119000	139000	163500	175000	184500	190000	200000	212000	186000	209950	187375	207250	225000	245000
E05000459	85400	89950	107500	132000	149000	176625	194400	239950	250000	257500	274000	290250	362500	350000	335000	387000	392675	426000	464000	565000
E05000460	68748	70000	75000	80000	85500	109950	121500	133000	160000	175000	170000	192250	206000	195000	185000	177500	210000	208995	219500	250000
E05000461	72250	73000	82000	93500	105000	125000	159975	170000	202250	215000	230000	230000	250000	250000	230000	245000	249500	280000	280000	388000
E05000462	102500	110000	135250	149975	190000	216000	235000	255000	273975	296500	295000	335000	377550	400000	385000	411341	400000	427500	499225	563750
E05000463	66000	69000	67250	68000	78000	92000	108000	131000	145975	155000	177000	185000	211000	225000	193000	209250	210000	211500	249500	280000
E05000464	67500	68000	75000	87500	93000	118000	135000	158000	185000	195000	210000	214500	242750	235000	207500	221750	228500	245000	264950	295000
E05000465	81000	82000	92500	105250	115000	143000	153750	177250	203000	216500	230000	233000	263000	270000	231250	250000	250000	270000	275500	320000
E05000466	105500	99975	115500	132500	158000	173000	198000	235000	285000	272000	290000	283500	340000	306500	330000	340000	394000	403500	410000	522500
E05000467	65750	69000	77450	87750	95000	112000	132250	154000	184000	192500	210000	210000	225000	225000	205000	218000	220000	226500	238500	288000
E05000468	68827	68500	72500	81000	88000	111500	122950	144950	162500	180000	194748	198000	224950	215000	198000	220000	219950	225000	249950	285000
E05000469	100000	111500	119950	140000	170000	173000	210000	223250	220000	283000	263750	325000	366250	377500	389000	403750	364351	429500	480000	499500
E05000470	64250	68000	72500	80000	89950	115000	126000	155000	175000	185000	187000	200000	232495	243750	200000	195995	209995	216500	230000	280000
E05000471	91500	106000	106750	112000	138498	160000	207750	235000	225000	264950	250000	276844	328000	305000	338750	359950	360000	370750	415500	497000
E05000472	228000	252750	285000	302500	385000	400000	427500	485000	435000	610000	607500	545000	790000	975000	685000	975000	960000	1033000	1150000	1530000
E05000473	86500	87000	103500	122000	135000	165000	178000	205000	235750	240000	250000	275000	325000	300000	300000	333000	327000	342000	405000	475000
E05000474	121000	127950	134975	180000	205000	240000	275000	320000	322500	367000	365000	395000	495000	246865	230000	499975	580000	521250	602000	732500
E05000475	65000	67500	69000	72500	81000	96998	105000	126500	149995	165000	177000	198750	225000	238000	240000	235750	242000	212500	215000	233500
E05000476	56250	58000	62000	67500	75000	92000	110000	143500	170000	190000	198000	210500	228995	215000	190000	211250	214000	222500	226500	250000
E05000477	59000	56500	59998	66250	68000	85000	96998	134998	158000	175000	181000	185000	196000	200000	175000	197000	187500	210000	225000	249000
E05000478	56000	56375	60000	65000	71750	76750	90500	124248	164250	194950	245000	245000	249995	270000	203000	250000	200000	212000	225000	280000
E05000479	57375	57000	65000	68000	73000	90000	105998	135000	167000	179998	190000	195000	222000	220000	181000	205000	195000	207500	222000	250000
E05000480	58000	59000	60000	68750	76000	90500	113000	141000	177495	191250	200000	216000	235500	221500	194500	219500	212000	220000	210000	250000
E05000481	59973	59995	66500	74000	80500	102650	121000	148000	190000	215000	219000	230000	240000	250000	207500	247250	229500	215000	241500	249995
E05000482	56498	55500	60000	64995	70000	89250	103500	138000	165000	179500	185000	193750	216750	218000	178000	200000	190000	197500	206500	240000
E05000483	59333	60000	64000	70000	76000	93000	106500	140000	173375	179625	198750	217000	231000	225000	198000	230000	220000	232500	246000	313000
E05000484	64000	65000	70000	75750	87000	92995	115000	137000	190398	215500	220000	214995	226000	235500	195000	233029	227750	249500	250000	263900
E05000485	55500	59000	59997	68750	76000	93250	110000	138500	179000	185000	200000	218000	230000	224000	190000	217000	210000	235000	234000	260000
E05000486	58000	59000	65000	73850	78000	91500	114000	142000	166500	195000	210000	208000	230000	230000	217500	234000	233750	210000	228750	250000
E05000487	57000	57750	60000	66250	74000	85750	96000	132500	170000	190000	185000	202000	216000	215000	174999	186000	181000	185000	212500	230000
E05000488	58000	60000	70000	72750	78500	90000	115000	135000	175501	185000	175000	200000	222500	223500	192000	225000	210000	194000	220000	249975
E05000489	56500	58000	60000	67998	73750	85000	103000	130000	160000	170000	180000	190000	215000	211250	184000	214000	195000	220000	225000	250000
E05000490	56000	55000	58125	63200	69595	85748	100000	129748	160000	174998	180000	197500	224973	220000	175000	195000	192000	190000	210000	250000
E05000491	68500	87350	91885	103000	137998	159550	170500	195500	220000	220000	205000	223500	249995	250000	225000	236750	242000	246500	260000	303500
E05000492	60000	59000	58000	65000	76500	100000	125000	163000	184000	225000	210000	229995	247000	247500	227500	230000	228000	240000	247748	280000
E05000493	57500	57500	61000	69750	75000	95000	112500	140000	177125	196000	200000	215000	234250	230000	205000	220000	220000	215000	215000	250000
E05000494	55000	58000	62000	69250	75000	94500	110000	143750	170000	180000	203750	219000	235000	220000	200000	225000	233000	240000	236000	273500
E05000495	72000	72000	82748	93000	99995	127975	143475	170000	205500	217500	235000	234000	250000	250000	240000	250000	250000	250000	239950	315000
E05000496	84000	87500	97000	114500	125000	135000	168000	199995	244125	250000	250000	275000	250000	249000	251250	312250	282500	308750	345000	368750
E05000497	76000	78000	87500	93000	107000	135000	155000	175500	208000	227250	240000	242750	279995	250000	250000	276000	275000	286500	294500	340000
E05000498	68202	67500	74950	83500	88000	89500	118000	142000	167500	192000	187000	215000	230000	242500	201000	225000	230000	240000	247750	250000
E05000499	92000	89950	102150	95000	120500	131500	161000	190000	225000	230000	244000	281000	300000	282500	250000	270000	270000	285000	315000	340000
E05000500	90000	93500	116500	124250	137000	160750	185000	240000	250000	285000	280000	285000	334998	350000	308750	335000	326750	345000	347500	390000
E05000501	59995	60000	69500	74750	82995	101500	116000	145000	178000	200000	195000	225000	235000	212500	205000	207500	224995	200000	220000	235000
E05000502	85500	90000	99000	112000	128000	147450	167000	185000	240000	250000	270000	278000	317000	290000	190687	190687	325000	327500	355000	367500
E05000503	71000	73500	77000	85000	98250	131750	165000	198000	212500	225000	218158	235000	255000	250000	227000	265000	249995	260000	265000	310000
E05000504	82750	81500	91748	102500	114000	132500	155000	182500	212750	231000	240500	247250	295000	285000	240500	265000	270000	274000	275000	339498
E05000505	67000	69000	76250	80000	86500	90000	100000	132000	166500	185000	192500	200000	229998	190000	208500	239000	233000	216000	249998	307000
E05000506	63000	65375	70000	80500	87500	97250	118250	138000	165000	174000	180000	190250	213750	225000	193000	216000	211000	217000	225000	249999
E05000507	57995	62000	66500	72500	76500	98000	110000	137000	172500	195000	200000	210000	228000	230000	205000	210400	220000	199000	223000	193000
E05000508	76975	79000	84000	91250	104500	133000	135000	182000	213500	243000	240000	244000	281000	260000	240000	260000	260000	250000	260000	305000
E05000509	145000	148000	150000	159498	163125	193000	240000	250000	290500	270000	300000	317500	337500	381250	410000	400000	398500	387000	440000	499748
E05000510	70000	70200	82500	87000	102000	125000	140000	155000	205000	225000	210000	240000	250000	250000	190000	235000	250000	275000	270000	315000
E05000511	78000	83000	87250	95000	115000	129000	160000	185000	220000	239000	243500	246250	293500	250000	258750	286000	302000	315000	306263	302500
E05000512	69000	70500	76875	85950	95000	111000	128250	155000	190000	227000	220000	242000	249999	248000	165000	249500	250000	250000	255000	294000
E05000513	82000	80000	87000	99995	105750	143250	155000	185000	217500	222500	228500	250000	290000	270000	246500	285500	262500	276000	300000	361393
E05000514	75000	77000	72000	80000	80000	85000	99998	135000	154500	185000	185000	215000	215000	210000	247000	199625	242750	250000	201000	225000
E05000515	106750	112000	124500	137000	142000	162250	204000	203500	260000	287000	310000	306000	385000	377500	357500	402000	410000	433375	471250	460000
E05000516	225000	232500	235000	330000	360000	419643	406250	378800	499950	475000	433750	590000	675000	750000	727500	760000	867500	727555	1000000	1362500
E05000517	163000	164500	199000	220000	227250	344000	364500	359950	360000	410500	430000	470000	558000	530000	592500	655000	705000	697000	788750	985000
E05000518	108650	108000	130500	142300	167500	208230	216250	231000	246000	270000	270000	308475	360000	358750	360000	380000	405000	442500	493230	480000
E05000519	111000	109000	124500	152750	162500	200000	202000	245000	240000	250000	290000	325000	340000	350000	343500	377500	383500	393000	475000	500000
E05000520	106500	125000	135000	167250	174950	193500	220000	245000	270975	285000	295000	308500	392475	295000	315000	375000	390000	370000	420500	599950
E05000521	77250	85000	89000	104000	118500	137750	153500	177000	188000	210000	210000	228000	270000	250000	250000	259750	286250	315000	313500	335000
E05000522	113000	112000	132750	150000	180000	210000	225000	250000	300000	332428	327000	313750	350000	347500	402500	372500	387500	382250	420750	455000
E05000523	86500	91000	110000	115000	132000	156000	179500	203500	230500	247000	249950	250000	291000	305000	250000	295000	300000	315000	335500	380500
E05000524	110000	158500	160000	190000	225000	249500	295000	360000	420000	395000	395000	410500	495000	495000	410000	444000	500000	525000	595000	630000
E05000525	128950	135000	157000	163000	210000	265000	265000	285000	292500	323000	350000	362800	478250	440000	462550	477975	545000	542500	591500	746500
E05000526	125000	125000	160000	180000	209475	250000	235000	275000	305750	315500	312000	377500	417500	460000	477500	500000	535000	495000	500000	625625
E05000527	108000	113250	141000	153000	180000	222500	225000	280000	277000	311000	290000	314536	415000	450000	350000	439500	471750	550000	550000	600000
E05000528	132500	138500	164000	186500	222000	249950	290000	285000	315000	323000	341500	385000	427500	491500	450000	487500	487250	520000	530000	655000
E05000529	108000	115000	139950	155000	185000	230000	229000	249500	264425	294500	309500	325000	378975	347000	430000	400000	389000	419000	471000	555500
E05000530	116500	114950	153250	175000	195000	235000	243750	247000	250000	305000	325000	338000	343000	377725	376500	395000	383750	440000	494000	499950
E05000531	103000	134950	112250	200000	185000	225000	204000	230500	249475	276250	276500	325000	346750	362500	351000	392500	450000	448000	420000	458725
E05000532	91750	98000	110000	132000	154950	180000	190000	222000	239000	248250	268500	281000	336500	327475	289950	325000	340000	366000	402000	450000
E05000533	84000	92500	103000	124000	135000	176500	184155	199475	222250	243500	247250	276000	305000	287500	269975	300000	315750	346250	349000	420000
E05000534	75000	78000	86950	92875	123000	119000	165000	165000	183000	190000	220000	221000	234750	245000	240000	247250	340000	280250	358000	346500
E05000535	72500	70000	80248	83625	85000	127500	138500	139500	165000	190000	176000	182000	205000	198000	175000	227498	226000	280000	232965	310000
E05000536	99950	120500	129995	156500	160000	250000	231000	269625	245000	275000	285000	300000	355000	355000	332500	425000	437500	500000	547500	580000
E05000537	66000	108000	88800	97950	116000	189995	200000	225000	281000	275000	280000	243885	349950	319975	345000	332500	302000	360000	370000	442000
E05000538	87750	108750	85500	88500	109950	118000	137000	178950	165000	182000	197000	230000	230000	249000	247000	270000	266500	250000	290000	350000
E05000539	73700	74536	85500	100000	113000	144000	183876	207000	235000	240000	250000	292500	362500	330000	350000	399950	410000	466000	435000	572500
E05000540	75250	70000	82950	88000	111250	125000	140000	153500	175500	175000	196500	200000	225000	221250	172000	241500	216000	237500	250000	315000
E05000541	63000	60500	78000	69950	88725	100000	134750	134000	185000	169000	218000	249950	239500	195000	217000	245000	211000	280000	297500	315000
E05000542	85500	100000	107995	127500	147000	162500	215000	226250	235000	250000	275000	250000	275000	263000	297000	315000	320000	360000	395000	500000
E05000543	59975	63000	73000	80000	75000	92000	127000	163975	157500	175000	167000	198000	222000	230000	159688	195000	210000	231750	286250	289995
E05000544	82505	79975	77000	89975	110000	132000	148000	161250	183076	180500	213000	230000	277500	250000	230000	319000	307000	310000	320000	380000
E05000545	63000	65000	72000	85000	86975	133250	142000	155000	175000	197000	205000	207000	235000	249975	250000	250000	250000	280250	345000	356250
E05000546	63000	59800	65000	76250	89998	118995	139250	141995	175000	179995	189950	210000	199500	190000	190000	190000	190000	202500	226000	285000
E05000547	76800	71000	80000	83000	98000	125250	150000	179000	185000	205000	242750	245000	289950	272500	263750	297500	300000	350000	329995	421000
E05000548	121000	137750	150000	194250	205000	235000	240500	250000	280000	295000	290000	345000	395000	395000	340000	420000	445000	485000	480000	585000
E05000549	93250	112000	92250	115000	139000	147750	171800	195000	210750	245000	225000	231250	318125	335000	262000	301000	342694	310000	385500	421800
E05000550	59950	63995	61995	69000	75750	92500	118000	137750	148000	158000	165000	164500	199950	207250	170000	217500	215000	228000	230000	288025
E05000551	83500	83050	87970	99729	110000	125000	155000	174500	200000	210223	225000	240000	281100	250000	240000	258000	285000	315000	352500	396089
E05000552	102070	93000	114950	125650	145000	172000	195000	220000	220000	240000	248000	249995	301000	300000	300000	315000	310000	325000	362000	415000
E05000553	68000	70000	80000	86300	100000	120000	138000	170750	206000	205000	220000	240000	258750	319750	273500	315000	320500	320000	347100	407500
E05000554	151000	140500	145000	148000	210500	252500	312000	282000	387811	337500	399950	470000	493000	332000	622500	650000	650000	580000	850000	850000
E05000555	75750	78000	88750	93950	109950	132250	139975	164475	184000	195500	210000	216000	235000	240000	220000	226750	240000	247650	264950	289000
E05000556	129500	133000	148000	146550	174500	185000	225750	238000	287500	265000	290000	274000	299950	209995	280000	345295	345000	346000	352000	386000
E05000557	89995	92000	96000	96500	104500	115000	131000	154475	172500	178500	219500	214950	229975	247000	223000	249999	260000	222000	246000	290000
E05000558	83000	82000	86500	99750	111500	129950	145000	178225	191225	226000	212000	212500	249998	243000	232000	250000	249000	255000	290000	318000
E05000559	105000	111475	107500	148000	158500	224500	215250	237500	269000	250000	248975	306000	328000	278000	288725	328750	340000	381200	345475	419995
E05000560	107167	104000	118000	125000	130000	172250	183000	207500	235000	235500	263500	350000	317500	300000	269950	316500	375000	369000	362500	376000
E05000561	89000	92000	105000	117000	133100	166950	178000	206000	230000	249950	250000	278000	319950	282500	286500	312750	310000	342000	351000	388500
E05000562	59000	59725	73250	74975	85725	105500	117500	134950	157000	172000	180000	184973	210000	208250	175000	200000	191375	203000	213475	248000
E05000563	79875	81975	91000	108500	119000	146000	160750	187000	210000	226000	233250	244950	278000	251500	240000	260000	260000	265000	295000	347500
E05000564	64000	71000	72500	82000	89125	97950	115500	132500	164000	163250	176000	186500	193500	200000	179500	200750	192500	195000	215000	240000
E05000565	71500	75000	84000	95500	109950	126250	138000	168000	183750	200000	222000	224950	246250	240000	203250	235000	235000	242000	250000	300500
E05000566	63250	67000	69500	72000	79000	94725	113750	135500	159995	172500	180000	180000	205000	210000	174975	202000	199950	188500	211000	250000
E05000567	70000	69125	74950	85000	94950	119975	126000	151750	169000	179950	180000	205750	219950	226500	215000	220000	212250	242000	240000	270000
E05000568	70000	75998	76500	85000	88000	110975	124725	152250	169975	169500	182225	196000	203000	220475	204000	228750	226000	220500	225500	257500
E05000569	75250	79000	84725	87750	97750	112000	130000	151960	178500	172750	189000	195000	209950	210000	201000	238000	194995	228000	235000	272000
E05000570	71000	87500	76950	83975	91500	97000	116000	134975	148975	165000	175000	183975	191250	210000	178750	202500	219750	198975	235000	246000
E05000571	59950	60000	68250	74950	76500	91000	104000	130950	147500	155000	165750	174500	199950	195250	171000	184000	186025	199995	210000	243500
E05000572	73500	75000	86500	98000	105500	131250	145000	167975	187000	212000	220000	240000	273000	262500	225000	250000	260950	270000	275000	338000
E05009317	64375	64973	67000	78750	95000	125000	138000	157500	167000	187250	218000	220000	250000	246500	230000	250000	250000	281345	290000	391250
E05009318	77500	90995	105000	123000	172000	187995	229500	237645	261000	280000	292950	270000	315000	320527	280000	299985	339785	356400	370000	388748
E05009319	79745	74000	72000	86000	99550	127250	147500	170000	189393	205000	225995	240000	287450	290000	247500	235618	240875	261500	305000	325000
E05009320	84000	93000	100000	132292	140000	128250	157000	200000	194250	202000	236000	230000	250000	250000	286250	362500	289000	355000	365000	415000
E05009321	64395	65395	67000	75000	78750	118000	134000	143500	165000	175000	180000	210000	220000	237500	225000	211600	220000	244000	240000	283750
E05009322	74750	58000	79000	57875	82500	85000	114500	129000	155000	169998	190000	250000	219498	225000	250000	235000	250000	258000	274000	320000
E05009323	91000	85500	134500	139060	199540	263750	260000	266250	300000	294875	288000	340000	400000	369000	350000	335000	349000	370000	392500	450000
E05009324	72750	82400	95000	109000	145000	156450	208000	237225	220000	245000	239500	259998	305000	325000	294500	283000	300000	307000	325000	365000
E05009325	75995	73995	72000	79000	72000	100000	106250	137000	160000	207854	199750	208000	230000	215000	200000	240000	235000	233000	269500	303615
E05009326	136000	146500	149950	184950	175000	212250	247131	250000	280000	289000	285000	318000	363000	405000	394942	392500	388750	401250	427250	493000
E05009327	70000	74000	82750	67250	115100	105000	130000	150000	167000	180000	196125	205800	250000	250000	245000	274161	249999	250000	262250	332452
E05009328	71000	69995	76000	79750	109950	145000	170000	150000	173998	180000	190000	200000	235000	229750	225000	210000	249000	245625	245500	285000
E05009329	77000	85975	87450	107500	86227	124000	125000	157475	176000	174000	195000	218750	240000	230000	235000	240000	235000	289000	329995	355000
E05009330	110000	113463	139498	173300	209640	217250	229995	249999	250000	270000	285000	332500	395000	410000	376000	410000	397500	397998	472500	500000
E05009331	59999	64000	66000	77500	89973	112500	132500	159995	165500	187000	199500	208000	240000	250000	232750	265250	250000	305000	296750	365500
E05009332	75500	75000	89000	70500	110500	123500	149750	161500	165000	180000	180000	210000	225000	250000	230000	238500	310000	249995	270000	315000
E05009333	74623	82000	127250	158450	175000	169998	180551	230000	220000	249995	245000	250000	316000	332000	315000	357500	370000	385000	435571	497500
E05009334	71995	69973	68500	69000	87500	117000	133000	149995	163500	190500	195000	210000	237500	247956	224000	238750	275000	250000	246000	361000
E05009335	74995	80000	99500	115000	133500	133000	165000	200000	235000	215000	245000	250000	317500	330000	295000	315000	323000	352500	395000	500000
E05009336	93000	96495	122500	140000	128250	165500	196000	210000	208000	192000	235000	248000	285000	371250	340000	330000	317500	309789	429750	460000
E05000590	57000	57000	60000	68500	76000	95000	113000	145000	167125	185000	193750	211000	240000	231000	200000	210000	215000	226000	243000	326000
E05000591	59000	59500	65000	72500	76000	92750	112000	135000	174500	180000	190500	225000	245000	225799	215500	215000	232500	225000	230000	332500
E05000592	62000	63500	71000	79000	85000	108000	122725	155000	180500	198000	208000	218748	235548	236748	210000	230000	239250	243250	260000	340000
E05000593	85000	86450	91250	97000	124995	128000	154750	185400	212000	218250	249000	249500	290000	250000	250000	250000	273748	255500	290000	330000
E05000594	87500	89000	98625	105000	129000	147000	165250	188000	225000	234975	250000	250000	285000	285500	250000	250000	286500	280000	300000	310000
E05000595	67500	72995	80900	84000	89000	100000	124500	156000	187500	213702	215000	231250	250000	249000	232500	250000	250000	270000	279995	401000
E05000596	60000	62000	69000	67500	70000	86000	100000	130000	150000	172250	174998	195000	222500	226500	190845	215000	212000	218000	249995	308000
E05000597	76000	81000	87750	96750	113000	130000	143300	178998	215000	226000	237000	240000	269250	266750	247250	263000	275500	250000	317500	288748
E05000598	72100	85000	84748	89995	98000	114000	131500	164498	183000	187000	206500	220000	243000	237000	214000	250000	242500	240500	280000	286500
E05000599	59500	59900	60000	72000	75000	90000	109995	139000	158000	171000	173000	187250	215000	212500	186280	202000	217250	216750	250000	333000
E05000600	58000	58000	67725	73995	80998	93000	115995	140000	170000	185000	190000	205000	226250	218000	189750	210000	191375	229500	250000	325000
E05000601	65000	69500	69995	74575	80000	96000	111998	149995	164998	174000	196000	193375	225000	225000	196000	241000	250000	265000	290000	360000
E05000602	76000	77500	86250	98500	99000	120000	138000	164995	205000	220000	205000	230000	250000	235000	240000	250000	250000	250000	283000	335000
E05000603	60000	60000	65000	69500	69995	80998	92250	128000	143795	156000	162000	175000	195000	198500	180000	187500	201500	194796	230000	283250
E05000604	57000	59000	64500	72000	74000	86995	104000	135000	151000	175000	184000	202250	230000	222500	202500	214000	198000	230000	225000	255000
E05000605	72500	70000	78875	83000	78000	97500	120000	158000	167750	185500	194125	227650	249999	240000	238500	237500	249998	250000	250000	345000
E05000606	58000	59995	67623	72000	78000	95000	117500	141000	164998	180000	195000	207000	230000	220000	202500	230000	220000	243500	262500	324000
E05000607	73723	75000	85400	90498	95500	100000	127100	164000	193000	203250	211500	220000	248000	250000	227500	242500	205500	247500	265500	285000
E05000608	59625	59500	65000	65998	76000	94000	107000	138500	167998	176998	178250	194000	230000	220000	190000	210000	218000	230000	267500	351625
E05000609	65000	68448	78500	83000	85250	104000	127000	155000	175000	192373	203000	223500	244250	235000	240000	248500	250000	288748	316000	387500
E05000610	105000	120000	140000	161000	200000	228000	245000	283750	279500	314625	315000	350000	425000	390000	453000	488000	500000	556750	510000	595000
E05000611	79500	87500	99725	113250	124500	173000	192000	215000	205000	238500	242000	280000	341563	306750	290000	350000	334500	350000	421000	496500
E05000612	80000	83000	96500	118000	145000	175000	185400	219000	230000	249850	249999	290000	330000	330000	330000	340000	370000	405500	455000	541000
E05000613	89000	101100	115000	135000	160514	197500	213025	245000	250000	256000	267500	320000	370000	370000	340000	362000	390000	420000	455000	534000
E05000614	95875	99000	124975	130000	171500	195000	240000	250000	247625	282000	276229	310000	360000	360250	350000	389950	390000	430000	435000	500000
E05000615	67500	77500	78750	86500	97000	125325	142250	170500	181000	200000	215500	235000	256500	250000	250000	282500	261000	280000	320000	410000
E05000616	66400	67000	72750	87000	104950	137500	160000	178000	197750	215000	224000	240000	280500	265000	250000	275000	267000	300000	356953	440000
E05000617	85500	98000	104750	91500	119950	140500	158000	182500	190000	225000	197000	226000	250000	248000	282500	299950	290000	335000	395000	398500
E05000618	105000	113000	128000	145000	170000	207975	221333	249950	250000	286250	290000	324000	417500	364850	402232	395000	400500	473500	540000	595000
E05000619	125000	135000	155500	170000	223750	259000	280000	310000	321500	340000	375000	420000	490000	500000	575250	499950	540000	580000	665000	795000
E05000620	88000	99500	125000	133500	149500	177500	200000	245500	285000	268400	292500	324900	387440	355000	392500	389250	413250	405000	484975	630000
E05000621	98250	96000	87500	88000	85000	102000	130000	145000	168000	185000	187000	192000	226750	230000	205000	250000	249000	247475	226000	374950
E05000622	128500	147000	152000	155000	201000	230000	249275	247500	275000	345000	367375	376000	420000	454950	400000	460000	475000	445000	527500	530000
E05000623	117000	126000	150501	162750	195000	245575	265000	294000	281000	316250	318000	355000	433750	424000	417875	475000	480000	516000	592500	700000
E05000624	94000	92725	104999	126750	169950	185000	193500	233000	244000	249950	267750	305000	350000	347500	305000	404750	412250	442000	420000	515250
E05000625	128500	135150	159000	180000	210000	249950	285000	325000	336000	383000	385000	425000	454500	520000	456000	500000	525000	521250	548250	700000
E05000626	72000	75000	83000	91500	111500	142000	164500	190000	208000	228750	239225	250000	293975	285000	272500	265600	323850	350000	337750	440500
E05000627	116000	116000	123500	139500	171500	215000	220000	249950	244999	295000	305000	304500	370000	362000	450000	450000	450000	455000	486001	568000
E05000628	86750	89000	90000	95000	138000	141000	158975	184000	200000	225000	245000	279300	305000	280750	250000	287725	275000	294000	338944	395000
E05000629	110000	107000	110000	134500	155500	170000	202375	231000	230000	250000	270000	290000	335000	375000	352500	365000	374000	435000	450000	497800
E05000630	140000	155000	171125	180000	210000	250000	250000	336250	320000	370000	390000	445000	438750	435000	605000	625000	685000	708750	870000	750000
E05000631	115500	127250	139000	155500	191000	252000	250000	277000	290000	329500	330000	375000	450000	475000	499950	545000	550000	600000	691000	850000
E05000632	139000	135000	184085	208250	240000	268500	279000	335000	362500	360000	375000	436500	550000	570000	550000	625000	675000	635000	800000	975000
E05000633	81500	77000	85750	98000	169500	165000	200000	227750	242000	242000	388500	406965	360000	361750	450000	559700	641000	620000	645000	1100000
E05000634	71550	70000	81750	97000	117250	205000	165000	220000	218000	240000	231000	235000	310000	300000	275000	325000	390000	370000	387475	440000
E05000635	76250	82250	97750	114500	129950	170000	191000	223500	238000	249950	241500	259500	335000	335000	310000	340000	350000	325000	425000	499950
E05000636	145000	145000	165000	168000	200000	220000	260000	296000	355000	340000	368000	406500	470000	495000	550000	650000	630000	607500	695000	850000
E05000637	327000	330000	448500	499500	525000	585000	730000	750000	735000	960420	1052500	1150000	1300000	1350000	1533004	1425000	1750000	2930000	3362500	3500000
E05000638	123500	155000	173000	176750	210000	272750	300000	330000	328000	360000	352500	420000	460000	505000	500000	615000	699000	749975	745000	895000
E05000639	140050	168000	172250	199949	264000	250000	320000	373250	338000	370000	423500	446000	500000	510000	525000	700000	650000	715000	782500	870000
E05000640	125000	132000	163000	186000	216000	240000	275000	310000	323500	356000	360000	361000	499975	425000	460000	520500	550000	575000	699975	773000
E05000641	145000	144250	192000	210450	242000	275000	320000	370000	388000	397500	410000	466250	625000	700000	675000	795000	680000	895000	980000	1090000
E05000642	74000	78500	98000	113500	153000	165000	201500	225000	215000	248000	297500	294250	313000	277500	355000	380000	390014	432500	465000	545000
E05000643	123500	135000	172750	170000	222000	320000	365000	347500	350000	365000	377500	450000	520000	510000	575000	561500	540000	665000	800500	942500
E05000644	177725	156750	220000	229875	270000	339200	325000	400000	355000	375000	455373	524000	550000	597500	505000	599000	690000	875000	875000	1262500
E05000645	130000	120000	172500	200000	223500	247000	250000	285000	300000	299000	322500	362000	436740	420000	450000	550000	515000	570000	540000	715650
E05000646	119750	131000	182500	210000	265000	257500	250000	305000	375000	310500	403500	410000	452500	500000	462250	550000	600000	585000	677500	840000
E05000647	166650	127750	150000	180000	225000	250000	275000	320000	295700	400000	380000	385000	495000	475000	499000	510000	590000	655000	795000	857250
E05000648	88750	87000	127750	125000	150000	175000	197750	226000	240000	250000	245000	285000	315000	347500	345000	370000	415000	395000	420000	499975
E05000649	198000	172275	250000	280000	293750	355000	433000	448750	457500	494500	525000	531250	710000	740000	614875	822199	950000	872500	1635000	1487500
