E05000337	12550	13411	14900	15406	15574	15751	15772	15800	16000	16150
E05000338	11000	11514	12450	12799	12879	12940	13006	13150	13800	14350
E05000339	11800	12774	14200	14624	14768	14893	14932	15000	15250	15450
E05000340	11850	11765	12150	12709	12913	13120	13918	15450	17700	18600
E05000341	11600	12899	14050	14842	14933	15003	15045	15100	15400	15950
E05000342	11750	12384	14500	14951	15093	15240	15264	15300	15450	15600
E05000343	10350	10041	10700	11224	11418	11618	11649	11750	11850	12000
E05000344	12100	12661	13700	14025	14127	14237	14255	14300	14450	14550
E05000345	11250	11521	13100	13525	13639	13763	13829	13950	14750	15450
E05000346	10300	10885	12750	12911	12925	12944	12963	13050	13250	13550
E05000347	11000	12120	14450	15211	15519	15808	16280	17200	19000	20100
E05000348	10550	11202	11400	11574	11611	11640	11647	11700	11850	12150
E05000349	11200	11444	11600	11710	11719	11719	11735	11750	11850	11950
E05000350	11200	11370	12400	12637	12690	12740	12750	12800	13000	13550
E05000351	9750	10204	11600	11805	11837	11861	11969	12150	12750	13350
E05000352	11800	12557	15650	15797	15804	15817	15861	15900	16150	16400
E05000353	11250	11287	12250	12371	12392	12406	12427	12450	12650	13000
E05000354	10600	10362	11450	11926	12085	12250	12285	12350	12600	13250
E05000355	11250	11545	12350	12572	12585	12621	12803	13200	13700	13900
E05000356	11050	11478	12400	12611	12656	12688	12813	13050	13750	14150
E05000357	11550	11684	12500	12674	12707	12734	12784	12850	13150	13550
E05000358	11100	12575	15250	15826	16017	16198	16657	17550	20100	21900
E05000359	11400	12489	14800	15093	15160	15239	15429	15800	16750	17300
E05000360	10600	10888	11450	11626	11659	11678	11682	11700	11750	11900
E05000361	10600	11093	12700	13329	13540	13751	13808	13900	14350	14750
E05000362	11000	11426	12050	12139	12138	12152	12176	12250	12650	13200
E05000363	10650	11014	13100	13297	13319	13346	13440	13600	13950	14300
E05000364	9950	11269	13650	13980	14079	14192	14452	14950	15950	16550
E05000365	10450	11234	11500	11743	11773	11810	11868	12000	12250	12650
E05000366	10550	10807	12250	12622	12775	12932	13051	13300	13850	14300
E05000367	10300	11747	14650	15795	16254	16677	17251	18350	19700	20250
E05000368	11850	11640	13950	14534	14737	14925	15067	15350	16100	16800
E05000369	10100	11121	12100	12333	12408	12490	12531	12650	13000	13400
E05000370	10000	11045	11500	12014	12175	12344	12604	13100	13850	14400
E05000371	12750	12991	14400	14903	15098	15295	15732	16600	17650	18100
E05000372	10550	10644	11700	11901	12020	12154	12247	12450	13150	13750
E05000373	12000	12916	15100	15762	16073	16389	16479	16700	17300	17850
E05000374	11650	10920	11800	12102	12227	12361	12426	12550	13000	13450
E05000375	11450	12304	15000	15620	15848	16051	16152	16350	16850	17350
E05000376	11050	10920	12050	12532	12739	12941	13072	13350	14150	14800
E05000377	11600	12138	12950	13254	13371	13510	13641	13900	14450	14900
E05000378	11400	11384	12450	12795	12927	13081	13230	13550	14100	14500
E05000379	10800	10896	11600	12072	12295	12506	12738	13200	13900	14300
E05000380	11200	11104	11850	12551	12868	13194	13406	13800	14450	14800
E05000381	12750	12706	13350	13666	13790	13921	13999	14150	14600	15050
E05009388	9300	10000	10100	10400	10600	10800	10900	11100	12400	13000
E05009389	10800	10900	10000	10000	10100	10100	10100	10100	10300	10400
E05009390	9600	9900	9500	9500	9500	9500	9600	9800	10200	10400
E05009391	10100	9500	8700	8800	8900	8900	9000	9000	9600	9900
E05009392	9500	9800	9700	9700	9700	9700	9700	9800	9900	9800
E05009393	10900	11000	10000	10100	10100	10200	10200	10300	10300	10400
E05009394	6900	7200	7000	7100	7200	7200	7200	7300	7800	8600
E05009395	10900	10500	10000	10100	10200	10200	10400	10600	11200	11700
E05009396	8800	9200	8800	9100	9200	9400	9600	10000	11900	13900
E05009397	8500	9200	8800	8800	8800	8800	8900	9000	9300	9400
E05009398	6100	6100	6000	6000	6100	6100	6100	6100	6200	6200
E05009399	8600	8800	8800	8900	8900	8900	9000	9100	9300	9300
E05009400	6600	6700	6000	6100	6100	6100	6100	6200	6200	6200
E05009401	9500	10300	9500	9600	9600	9600	9700	9800	9900	10000
E05009402	9300	9300	9700	9700	9700	9700	9700	9800	9800	9800
E05009403	10400	10400	9700	9800	9800	9800	9800	9900	10100	10200
E05009404	6000	6200	6200	6300	6300	6300	6400	6500	6700	7000
E05009405	9800	10100	10200	10200	10300	10300	10300	10400	10600	10800
E05000400	9150	9086	9300	9554	9641	9723	9818	10000	10500	10800
E05000401	9400	9441	9450	9686	9737	9782	9805	9850	10050	10200
E05000402	9600	9776	10150	10338	10397	10446	10582	10850	11400	11700
E05000403	9750	11038	12450	12924	13124	13306	13552	14050	14700	15100
E05000404	8800	8582	8750	8926	8962	8997	9025	9100	9200	9350
E05000405	9600	9869	10250	10460	10514	10547	10646	10850	11450	12050
E05000406	10400	10683	10350	10673	10704	10746	10814	10950	11500	12000
E05000407	9400	9656	9800	9972	10017	10065	10105	10200	10400	10550
E05000408	8000	9506	11000	11548	11667	11778	12015	12500	13850	14750
E05000409	8950	9530	10150	10461	10536	10607	10658	10750	11150	11900
E05000410	9100	9123	9450	9619	9648	9691	9702	9750	9950	10150
E05000411	8700	8722	9000	9167	9206	9239	9271	9300	9500	9650
E05000412	9800	10025	10450	10830	10861	10900	10922	10950	11200	11450
E05000413	10350	10220	10500	10791	10859	10934	11018	11200	11750	11950
E05000414	9650	9627	9850	10301	10463	10625	10902	11450	12550	13050
E05000415	8500	8783	9600	9756	9795	9831	9896	10000	10250	10350
E05000416	9450	9123	9700	10640	11024	11380	11532	11800	13650	15600
E05000417	12900	14115	15950	16377	16529	16670	16805	17100	17400	18250
E05000418	12750	11865	12950	13320	13465	13617	13742	13950	14300	14600
E05000419	13800	12939	13900	14436	14628	14833	14952	15150	15300	15450
E05000420	14800	16595	16850	17229	17372	17499	17814	18450	18900	19200
E05000421	13400	14793	15150	15880	16150	16414	16592	16900	17150	17200
