E05000446	7939	8839	9091	9321	9558	9620	9745
E05000447	6867	7348	8146	8268	8507	8619	8730
E05000448	6595	7352	8511	9179	10766	11712	12100
E05000449	8625	8365	8820	9353	11101	12409	13494
E05000450	8816	8809	9320	9414	9587	9647	9736
E05000451	7590	7341	8402	8851	9747	10279	10951
E05000452	9004	8579	9004	9139	9319	9491	9663
E05000453	9571	10043	10671	10956	11382	11544	11641
E05000454	6121	6073	6435	6588	6928	7107	7220
E05000455	6998	7385	7465	7541	7644	7787	7895
E05000456	4228	4079	4183	4236	4340	4430	4498
E05000457	8552	8950	9722	9968	10262	10532	10667
E05000458	3505	3584	3856	3903	4056	4223	4356
E05000459	8030	8066	8117	8239	8551	8724	8854
E05000460	8801	9042	9940	10071	10377	10684	10903
E05000461	10822	10779	11218	11341	11502	11558	11672
E05000462	7780	7686	7612	7716	7822	7906	7948
E05000463	8308	8359	8774	8916	9240	9494	9621
E05000464	6606	6437	6809	6963	7112	7213	7280
E05000465	4823	4824	5073	5142	5211	5294	5405
E05000466	5126	5237	5264	5331	5540	5898	6229
E05000467	4646	4566	4784	4894	5039	5108	5200
E05000468	5110	5147	5463	5524	5626	5762	5980
E05000469	5144	5106	5279	5341	5521	5764	5898
E05000470	5040	5174	5690	5738	5826	5961	6097
E05000471	8411	8764	9201	9254	9387	9526	9619
E05000472	1457	1428	1376	1398	1465	1545	1618
E05000473	4970	4900	5098	5162	5278	5380	5457
E05000474	4459	4487	4892	4931	5065	5216	5368
E05000475	2435	2360	2768	2891	3489	3931	4382
E05000476	13792	14480	17663	17727	17772	17881	18044
E05000477	5042	5153	6099	6434	7115	7624	8071
E05000478	6881	7484	9610	10856	13673	15363	16016
E05000479	5937	5785	6591	6893	7366	8384	9256
E05000480	12161	12781	15601	15623	15892	16231	16667
E05000481	12989	12939	15531	15639	15697	15586	15642
E05000482	7172	7332	8819	8915	9126	9210	9377
E05000483	10419	10778	13184	13213	13265	13184	13144
E05000484	12047	12117	14734	14995	15363	15741	16119
E05000485	18290	18416	21573	21638	21707	21439	21305
E05000486	16505	15945	19058	19138	19183	19058	19058
E05000487	7238	7516	8870	8907	9081	9318	9607
E05000488	9364	9738	11612	11628	11761	11724	11724
E05000489	13869	13332	15952	15958	16105	16054	16105
E05000490	8776	9520	12026	12056	12279	12387	12495
E05000491	1935	2436	3280	4143	5895	7498	8919
E05000492	3055	3311	4296	5345	8067	11361	14273
